,SKU,ITEM,FAMILY,CATEGORY,STORE,DAY,QTY
12634608,10136,989,2,0,3,415,5
12634817,10345,1198,2,0,3,415,12
12637360,12888,692,2,0,4,415,10
12637657,13185,989,2,0,4,415,21
12637866,13394,1198,2,0,4,415,62
12640409,15937,692,2,0,5,415,28
12640706,16234,989,2,0,5,415,42
12640915,16443,1198,2,0,5,415,138
12643458,18986,692,2,0,6,415,21
12643755,19283,989,2,0,6,415,41
12643964,19492,1198,2,0,6,415,109
12646507,22035,692,2,0,7,415,22
12646804,22332,989,2,0,7,415,9
12647013,22541,1198,2,0,7,415,36
12649556,25084,692,2,0,8,415,4
12649853,25381,989,2,0,8,415,9
12650062,25590,1198,2,0,8,415,19
12652605,28133,692,2,0,9,415,19
12652902,28430,989,2,0,9,415,17
12653111,28639,1198,2,0,9,415,80
12655654,692,692,2,0,0,416,17
12655951,989,989,2,0,0,416,7
12656160,1198,1198,2,0,0,416,41
12658703,3741,692,2,0,1,416,10
12659000,4038,989,2,0,1,416,3
12659209,4247,1198,2,0,1,416,19
12661752,6790,692,2,0,2,416,18
12662049,7087,989,2,0,2,416,7
12662258,7296,1198,2,0,2,416,50
12664801,9839,692,2,0,3,416,6
12665098,10136,989,2,0,3,416,6
12665307,10345,1198,2,0,3,416,16
12667850,12888,692,2,0,4,416,7
12668147,13185,989,2,0,4,416,13
12668356,13394,1198,2,0,4,416,67
12670899,15937,692,2,0,5,416,22
12671196,16234,989,2,0,5,416,24
12671405,16443,1198,2,0,5,416,96
12673948,18986,692,2,0,6,416,30
12674245,19283,989,2,0,6,416,30
12674454,19492,1198,2,0,6,416,84
12676997,22035,692,2,0,7,416,9
12677294,22332,989,2,0,7,416,1
12677503,22541,1198,2,0,7,416,17
12680046,25084,692,2,0,8,416,11
12680343,25381,989,2,0,8,416,11
12680552,25590,1198,2,0,8,416,21
12683095,28133,692,2,0,9,416,17
12683392,28430,989,2,0,9,416,3
12683601,28639,1198,2,0,9,416,62
12686144,692,692,2,0,0,417,19
12686441,989,989,2,0,0,417,2
12686650,1198,1198,2,0,0,417,44
12689193,3741,692,2,0,1,417,14
12689490,4038,989,2,0,1,417,8
12689699,4247,1198,2,0,1,417,24
12692242,6790,692,2,0,2,417,15
12692539,7087,989,2,0,2,417,7
12692748,7296,1198,2,0,2,417,54
12695291,9839,692,2,0,3,417,8
12695588,10136,989,2,0,3,417,5
12695797,10345,1198,2,0,3,417,12
12698340,12888,692,2,0,4,417,6
12698637,13185,989,2,0,4,417,13
12698846,13394,1198,2,0,4,417,28
12701389,15937,692,2,0,5,417,24
12701686,16234,989,2,0,5,417,22
12701895,16443,1198,2,0,5,417,79
12704438,18986,692,2,0,6,417,9
12704735,19283,989,2,0,6,417,26
12704944,19492,1198,2,0,6,417,57
12707487,22035,692,2,0,7,417,9
12707784,22332,989,2,0,7,417,7
12707993,22541,1198,2,0,7,417,12
12710536,25084,692,2,0,8,417,6
12710833,25381,989,2,0,8,417,6
12711042,25590,1198,2,0,8,417,13
12713585,28133,692,2,0,9,417,12
12713882,28430,989,2,0,9,417,15
12714091,28639,1198,2,0,9,417,60
12716634,692,692,2,0,0,418,14
12716931,989,989,2,0,0,418,7
12717140,1198,1198,2,0,0,418,26
12719683,3741,692,2,0,1,418,15
12719980,4038,989,2,0,1,418,8
12720189,4247,1198,2,0,1,418,22
12722732,6790,692,2,0,2,418,28
12723029,7087,989,2,0,2,418,8
12723238,7296,1198,2,0,2,418,51
12725781,9839,692,2,0,3,418,16
12726078,10136,989,2,0,3,418,4
12726287,10345,1198,2,0,3,418,12
12728830,12888,692,2,0,4,418,4
12729127,13185,989,2,0,4,418,6
12729336,13394,1198,2,0,4,418,45
12731879,15937,692,2,0,5,418,21
12732176,16234,989,2,0,5,418,28
12732385,16443,1198,2,0,5,418,79
12734928,18986,692,2,0,6,418,18
12735225,19283,989,2,0,6,418,30
12735434,19492,1198,2,0,6,418,70
12737977,22035,692,2,0,7,418,6
12738274,22332,989,2,0,7,418,8
12738483,22541,1198,2,0,7,418,9
12741026,25084,692,2,0,8,418,6
12741323,25381,989,2,0,8,418,10
12741532,25590,1198,2,0,8,418,22
12744075,28133,692,2,0,9,418,15
12744372,28430,989,2,0,9,418,10
12744581,28639,1198,2,0,9,418,52
12747124,692,692,2,0,0,419,17
12747421,989,989,2,0,0,419,6
12747630,1198,1198,2,0,0,419,27
12750173,3741,692,2,0,1,419,19
12750470,4038,989,2,0,1,419,6
12750679,4247,1198,2,0,1,419,35
12753222,6790,692,2,0,2,419,16
12753519,7087,989,2,0,2,419,15
12753728,7296,1198,2,0,2,419,49
12756271,9839,692,2,0,3,419,5
12756568,10136,989,2,0,3,419,8
12756777,10345,1198,2,0,3,419,16
12759320,12888,692,2,0,4,419,11
12759617,13185,989,2,0,4,419,4
12759826,13394,1198,2,0,4,419,64
12762369,15937,692,2,0,5,419,20
12762666,16234,989,2,0,5,419,19
12762875,16443,1198,2,0,5,419,67
12765418,18986,692,2,0,6,419,17
12765715,19283,989,2,0,6,419,26
12765924,19492,1198,2,0,6,419,82
12768467,22035,692,2,0,7,419,14
12768764,22332,989,2,0,7,419,4
12768973,22541,1198,2,0,7,419,17
12771516,25084,692,2,0,8,419,9
12771813,25381,989,2,0,8,419,10
12772022,25590,1198,2,0,8,419,11
12774565,28133,692,2,0,9,419,10
12774862,28430,989,2,0,9,419,11
12775071,28639,1198,2,0,9,419,52
12777614,692,692,2,0,0,420,17
12777911,989,989,2,0,0,420,4
12778120,1198,1198,2,0,0,420,54
12780663,3741,692,2,0,1,420,8
12780960,4038,989,2,0,1,420,6
12781169,4247,1198,2,0,1,420,25
12783712,6790,692,2,0,2,420,29
12784009,7087,989,2,0,2,420,10
12784218,7296,1198,2,0,2,420,53
12786761,9839,692,2,0,3,420,14
12787058,10136,989,2,0,3,420,4
12787267,10345,1198,2,0,3,420,20
12789810,12888,692,2,0,4,420,9
12790107,13185,989,2,0,4,420,8
12790316,13394,1198,2,0,4,420,61
12792859,15937,692,2,0,5,420,26
12793156,16234,989,2,0,5,420,26
12793365,16443,1198,2,0,5,420,105
12795908,18986,692,2,0,6,420,13
12796205,19283,989,2,0,6,420,40
12796414,19492,1198,2,0,6,420,73
12798957,22035,692,2,0,7,420,7
12799254,22332,989,2,0,7,420,6
12799463,22541,1198,2,0,7,420,18
12802006,25084,692,2,0,8,420,8
12802303,25381,989,2,0,8,420,6
12802512,25590,1198,2,0,8,420,14
12805055,28133,692,2,0,9,420,16
12805352,28430,989,2,0,9,420,11
12805561,28639,1198,2,0,9,420,59
12808104,692,692,2,0,0,421,34
12808401,989,989,2,0,0,421,15
12808610,1198,1198,2,0,0,421,76
12811153,3741,692,2,0,1,421,18
12811450,4038,989,2,0,1,421,2
12811659,4247,1198,2,0,1,421,43
12814202,6790,692,2,0,2,421,12
12814499,7087,989,2,0,2,421,9
12814708,7296,1198,2,0,2,421,62
12817251,9839,692,2,0,3,421,9
12817548,10136,989,2,0,3,421,3
12817757,10345,1198,2,0,3,421,15
12820300,12888,692,2,0,4,421,12
12820597,13185,989,2,0,4,421,9
12820806,13394,1198,2,0,4,421,83
12823349,15937,692,2,0,5,421,25
12823646,16234,989,2,0,5,421,46
12823855,16443,1198,2,0,5,421,140
12826398,18986,692,2,0,6,421,24
12826695,19283,989,2,0,6,421,36
12826904,19492,1198,2,0,6,421,105
12829447,22035,692,2,0,7,421,19
12829744,22332,989,2,0,7,421,12
12829953,22541,1198,2,0,7,421,33
12832496,25084,692,2,0,8,421,8
12832793,25381,989,2,0,8,421,9
12833002,25590,1198,2,0,8,421,14
12835545,28133,692,2,0,9,421,21
12835842,28430,989,2,0,9,421,11
12836051,28639,1198,2,0,9,421,66
12838594,692,692,2,0,0,422,23
12838891,989,989,2,0,0,422,8
12839100,1198,1198,2,0,0,422,71
12841643,3741,692,2,0,1,422,19
12841940,4038,989,2,0,1,422,8
12842149,4247,1198,2,0,1,422,23
12844692,6790,692,2,0,2,422,26
12844989,7087,989,2,0,2,422,9
12845198,7296,1198,2,0,2,422,62
12847741,9839,692,2,0,3,422,8
12848038,10136,989,2,0,3,422,3
12848247,10345,1198,2,0,3,422,9
12850790,12888,692,2,0,4,422,8
12851087,13185,989,2,0,4,422,3
12851296,13394,1198,2,0,4,422,77
12853839,15937,692,2,0,5,422,25
12854136,16234,989,2,0,5,422,45
12854345,16443,1198,2,0,5,422,153
12856888,18986,692,2,0,6,422,13
12857185,19283,989,2,0,6,422,58
12857394,19492,1198,2,0,6,422,104
12859937,22035,692,2,0,7,422,20
12860234,22332,989,2,0,7,422,9
12860443,22541,1198,2,0,7,422,33
12862986,25084,692,2,0,8,422,6
12863283,25381,989,2,0,8,422,16
12863492,25590,1198,2,0,8,422,13
12866035,28133,692,2,0,9,422,18
12866332,28430,989,2,0,9,422,15
12866541,28639,1198,2,0,9,422,66
12869084,692,692,2,0,0,423,14
12869381,989,989,2,0,0,423,3
12869590,1198,1198,2,0,0,423,40
12872133,3741,692,2,0,1,423,11
12872430,4038,989,2,0,1,423,4
12872639,4247,1198,2,0,1,423,11
12875182,6790,692,2,0,2,423,19
12875479,7087,989,2,0,2,423,9
12875688,7296,1198,2,0,2,423,52
12878231,9839,692,2,0,3,423,13
12878528,10136,989,2,0,3,423,4
12878737,10345,1198,2,0,3,423,11
12881280,12888,692,2,0,4,423,6
12881577,13185,989,2,0,4,423,10
12881786,13394,1198,2,0,4,423,59
12884329,15937,692,2,0,5,423,34
12884626,16234,989,2,0,5,423,26
12884835,16443,1198,2,0,5,423,89
12887378,18986,692,2,0,6,423,23
12887675,19283,989,2,0,6,423,37
12887884,19492,1198,2,0,6,423,82
12890427,22035,692,2,0,7,423,8
12890724,22332,989,2,0,7,423,1
12890933,22541,1198,2,0,7,423,8
12893476,25084,692,2,0,8,423,6
12893773,25381,989,2,0,8,423,4
12893982,25590,1198,2,0,8,423,10
12896525,28133,692,2,0,9,423,10
12896822,28430,989,2,0,9,423,15
12897031,28639,1198,2,0,9,423,33
12899574,692,692,2,0,0,424,21
12899871,989,989,2,0,0,424,3
12900080,1198,1198,2,0,0,424,34
12902623,3741,692,2,0,1,424,12
12902920,4038,989,2,0,1,424,8
12903129,4247,1198,2,0,1,424,17
12905672,6790,692,2,0,2,424,19
12905969,7087,989,2,0,2,424,8
12906178,7296,1198,2,0,2,424,23
12908721,9839,692,2,0,3,424,10
12909018,10136,989,2,0,3,424,5
12909227,10345,1198,2,0,3,424,8
12911770,12888,692,2,0,4,424,5
12912067,13185,989,2,0,4,424,15
12912276,13394,1198,2,0,4,424,76
12914819,15937,692,2,0,5,424,22
12915116,16234,989,2,0,5,424,24
12915325,16443,1198,2,0,5,424,72
12917868,18986,692,2,0,6,424,12
12918165,19283,989,2,0,6,424,33
12918374,19492,1198,2,0,6,424,55
12920917,22035,692,2,0,7,424,9
12921214,22332,989,2,0,7,424,2
12921423,22541,1198,2,0,7,424,10
12923966,25084,692,2,0,8,424,8
12924263,25381,989,2,0,8,424,12
12924472,25590,1198,2,0,8,424,14
12927015,28133,692,2,0,9,424,18
12927312,28430,989,2,0,9,424,11
12927521,28639,1198,2,0,9,424,46
12930064,692,692,2,0,0,425,13
12930361,989,989,2,0,0,425,4
12930570,1198,1198,2,0,0,425,26
12933113,3741,692,2,0,1,425,19
12933410,4038,989,2,0,1,425,8
12933619,4247,1198,2,0,1,425,25
12936162,6790,692,2,0,2,425,14
12936459,7087,989,2,0,2,425,5
12936668,7296,1198,2,0,2,425,52
12939211,9839,692,2,0,3,425,9
12939508,10136,989,2,0,3,425,10
12939717,10345,1198,2,0,3,425,17
12942260,12888,692,2,0,4,425,7
12942557,13185,989,2,0,4,425,1
12942766,13394,1198,2,0,4,425,49
12945309,15937,692,2,0,5,425,26
12945606,16234,989,2,0,5,425,27
12945815,16443,1198,2,0,5,425,84
12948358,18986,692,2,0,6,425,17
12948655,19283,989,2,0,6,425,45
12948864,19492,1198,2,0,6,425,70
12951407,22035,692,2,0,7,425,10
12951704,22332,989,2,0,7,425,5
12951913,22541,1198,2,0,7,425,11
12954456,25084,692,2,0,8,425,11
12954753,25381,989,2,0,8,425,8
12954962,25590,1198,2,0,8,425,21
12957505,28133,692,2,0,9,425,14
12957802,28430,989,2,0,9,425,10
12958011,28639,1198,2,0,9,425,35
12960554,692,692,2,0,0,426,24
12960851,989,989,2,0,0,426,8
12961060,1198,1198,2,0,0,426,44
12963603,3741,692,2,0,1,426,9
12963900,4038,989,2,0,1,426,2
12964109,4247,1198,2,0,1,426,20
12966652,6790,692,2,0,2,426,17
12966949,7087,989,2,0,2,426,7
12967158,7296,1198,2,0,2,426,57
12969701,9839,692,2,0,3,426,8
12969998,10136,989,2,0,3,426,5
12970207,10345,1198,2,0,3,426,22
12972750,12888,692,2,0,4,426,8
12973047,13185,989,2,0,4,426,7
12973256,13394,1198,2,0,4,426,48
12975799,15937,692,2,0,5,426,19
12976096,16234,989,2,0,5,426,29
12976305,16443,1198,2,0,5,426,67
12978848,18986,692,2,0,6,426,13
12979145,19283,989,2,0,6,426,36
12979354,19492,1198,2,0,6,426,57
12981897,22035,692,2,0,7,426,11
12982194,22332,989,2,0,7,426,7
12982403,22541,1198,2,0,7,426,10
12984946,25084,692,2,0,8,426,2
12985243,25381,989,2,0,8,426,8
12985452,25590,1198,2,0,8,426,9
12987995,28133,692,2,0,9,426,13
12988292,28430,989,2,0,9,426,16
12988501,28639,1198,2,0,9,426,38
12991044,692,692,2,0,0,427,34
12991341,989,989,2,0,0,427,3
12991550,1198,1198,2,0,0,427,57
12994093,3741,692,2,0,1,427,15
12994390,4038,989,2,0,1,427,10
12994599,4247,1198,2,0,1,427,26
12997142,6790,692,2,0,2,427,27
12997439,7087,989,2,0,2,427,13
12997648,7296,1198,2,0,2,427,65
13000191,9839,692,2,0,3,427,16
13000488,10136,989,2,0,3,427,4
13000697,10345,1198,2,0,3,427,28
13003240,12888,692,2,0,4,427,3
13003537,13185,989,2,0,4,427,12
13003746,13394,1198,2,0,4,427,67
13006289,15937,692,2,0,5,427,23
13006586,16234,989,2,0,5,427,42
13006795,16443,1198,2,0,5,427,106
13009338,18986,692,2,0,6,427,10
13009635,19283,989,2,0,6,427,40
13009844,19492,1198,2,0,6,427,82
13012387,22035,692,2,0,7,427,12
13012684,22332,989,2,0,7,427,5
13012893,22541,1198,2,0,7,427,16
13015436,25084,692,2,0,8,427,5
13015733,25381,989,2,0,8,427,10
13015942,25590,1198,2,0,8,427,18
13018485,28133,692,2,0,9,427,21
13018782,28430,989,2,0,9,427,15
13018991,28639,1198,2,0,9,427,52
13021534,692,692,2,0,0,428,32
13021831,989,989,2,0,0,428,4
13022040,1198,1198,2,0,0,428,60
13024583,3741,692,2,0,1,428,16
13024880,4038,989,2,0,1,428,5
13025089,4247,1198,2,0,1,428,48
13027632,6790,692,2,0,2,428,15
13027929,7087,989,2,0,2,428,11
13028138,7296,1198,2,0,2,428,72
13030681,9839,692,2,0,3,428,3
13030978,10136,989,2,0,3,428,6
13031187,10345,1198,2,0,3,428,18
13033730,12888,692,2,0,4,428,10
13034027,13185,989,2,0,4,428,13
13034236,13394,1198,2,0,4,428,91
13036779,15937,692,2,0,5,428,29
13037076,16234,989,2,0,5,428,54
13037285,16443,1198,2,0,5,428,169
13039828,18986,692,2,0,6,428,12
13040125,19283,989,2,0,6,428,55
13040334,19492,1198,2,0,6,428,119
13042877,22035,692,2,0,7,428,14
13043174,22332,989,2,0,7,428,10
13043383,22541,1198,2,0,7,428,23
13045926,25084,692,2,0,8,428,8
13046223,25381,989,2,0,8,428,4
13046432,25590,1198,2,0,8,428,13
13048975,28133,692,2,0,9,428,24
13049272,28430,989,2,0,9,428,16
13049481,28639,1198,2,0,9,428,62
13052024,692,692,2,0,0,429,24
13052321,989,989,2,0,0,429,5
13052530,1198,1198,2,0,0,429,63
13055073,3741,692,2,0,1,429,10
13055370,4038,989,2,0,1,429,5
13055579,4247,1198,2,0,1,429,36
13058122,6790,692,2,0,2,429,36
13058419,7087,989,2,0,2,429,12
13058628,7296,1198,2,0,2,429,77
13061171,9839,692,2,0,3,429,9
13061468,10136,989,2,0,3,429,6
13061677,10345,1198,2,0,3,429,16
13064220,12888,692,2,0,4,429,19
13064517,13185,989,2,0,4,429,9
13064726,13394,1198,2,0,4,429,104
13067269,15937,692,2,0,5,429,41
13067566,16234,989,2,0,5,429,37
13067775,16443,1198,2,0,5,429,167
13070318,18986,692,2,0,6,429,21
13070615,19283,989,2,0,6,429,77
13070824,19492,1198,2,0,6,429,60
13073367,22035,692,2,0,7,429,12
13073664,22332,989,2,0,7,429,7
13073873,22541,1198,2,0,7,429,37
13076416,25084,692,2,0,8,429,3
13076713,25381,989,2,0,8,429,7
13076922,25590,1198,2,0,8,429,19
13079465,28133,692,2,0,9,429,26
13079762,28430,989,2,0,9,429,19
13079971,28639,1198,2,0,9,429,73
13082514,692,692,2,0,0,430,22
13082811,989,989,2,0,0,430,10
13083020,1198,1198,2,0,0,430,52
13085563,3741,692,2,0,1,430,13
13085860,4038,989,2,0,1,430,2
13086069,4247,1198,2,0,1,430,29
13088612,6790,692,2,0,2,430,20
13088909,7087,989,2,0,2,430,10
13089118,7296,1198,2,0,2,430,76
13091661,9839,692,2,0,3,430,6
13091958,10136,989,2,0,3,430,1
13092167,10345,1198,2,0,3,430,19
13094710,12888,692,2,0,4,430,13
13095007,13185,989,2,0,4,430,12
13095216,13394,1198,2,0,4,430,67
13097759,15937,692,2,0,5,430,30
13098056,16234,989,2,0,5,430,33
13098265,16443,1198,2,0,5,430,88
13100808,18986,692,2,0,6,430,15
13101105,19283,989,2,0,6,430,29
13101314,19492,1198,2,0,6,430,66
13103857,22035,692,2,0,7,430,5
13104154,22332,989,2,0,7,430,3
13104363,22541,1198,2,0,7,430,14
13106906,25084,692,2,0,8,430,4
13107203,25381,989,2,0,8,430,8
13107412,25590,1198,2,0,8,430,10
13109955,28133,692,2,0,9,430,18
13110252,28430,989,2,0,9,430,19
13110461,28639,1198,2,0,9,430,59
13113004,692,692,2,0,0,431,25
13113301,989,989,2,0,0,431,8
13113510,1198,1198,2,0,0,431,54
13116053,3741,692,2,0,1,431,16
13116350,4038,989,2,0,1,431,2
13116559,4247,1198,2,0,1,431,24
13119102,6790,692,2,0,2,431,30
13119399,7087,989,2,0,2,431,15
13119608,7296,1198,2,0,2,431,68
13122151,9839,692,2,0,3,431,12
13122448,10136,989,2,0,3,431,1
13122657,10345,1198,2,0,3,431,10
13125200,12888,692,2,0,4,431,11
13125497,13185,989,2,0,4,431,12
13125706,13394,1198,2,0,4,431,61
13128249,15937,692,2,0,5,431,24
13128546,16234,989,2,0,5,431,41
13128755,16443,1198,2,0,5,431,100
13131298,18986,692,2,0,6,431,28
13131595,19283,989,2,0,6,431,42
13131804,19492,1198,2,0,6,431,77
13134347,22035,692,2,0,7,431,14
13134644,22332,989,2,0,7,431,3
13134853,22541,1198,2,0,7,431,20
13137396,25084,692,2,0,8,431,9
13137693,25381,989,2,0,8,431,10
13137902,25590,1198,2,0,8,431,17
13140445,28133,692,2,0,9,431,18
13140742,28430,989,2,0,9,431,14
13140951,28639,1198,2,0,9,431,67
13143494,692,692,2,0,0,432,21
13143791,989,989,2,0,0,432,7
13144000,1198,1198,2,0,0,432,56
13146543,3741,692,2,0,1,432,5
13146840,4038,989,2,0,1,432,7
13147049,4247,1198,2,0,1,432,20
13149592,6790,692,2,0,2,432,25
13149889,7087,989,2,0,2,432,17
13150098,7296,1198,2,0,2,432,66
13152641,9839,692,2,0,3,432,6
13152938,10136,989,2,0,3,432,4
13153147,10345,1198,2,0,3,432,16
13155690,12888,692,2,0,4,432,10
13155987,13185,989,2,0,4,432,9
13156196,13394,1198,2,0,4,432,91
13158739,15937,692,2,0,5,432,20
13159036,16234,989,2,0,5,432,21
13159245,16443,1198,2,0,5,432,109
13161788,18986,692,2,0,6,432,17
13162085,19283,989,2,0,6,432,41
13162294,19492,1198,2,0,6,432,109
13164837,22035,692,2,0,7,432,12
13165134,22332,989,2,0,7,432,2
13165343,22541,1198,2,0,7,432,20
13167886,25084,692,2,0,8,432,4
13168183,25381,989,2,0,8,432,4
13168392,25590,1198,2,0,8,432,10
13170935,28133,692,2,0,9,432,16
13171232,28430,989,2,0,9,432,21
13171441,28639,1198,2,0,9,432,41
13173984,692,692,2,0,0,433,16
13174281,989,989,2,0,0,433,6
13174490,1198,1198,2,0,0,433,39
13177033,3741,692,2,0,1,433,17
13177330,4038,989,2,0,1,433,4
13177539,4247,1198,2,0,1,433,28
13180082,6790,692,2,0,2,433,21
13180379,7087,989,2,0,2,433,14
13180588,7296,1198,2,0,2,433,56
13183131,9839,692,2,0,3,433,11
13183428,10136,989,2,0,3,433,3
13183637,10345,1198,2,0,3,433,30
13186180,12888,692,2,0,4,433,14
13186477,13185,989,2,0,4,433,12
13186686,13394,1198,2,0,4,433,74
13189229,15937,692,2,0,5,433,22
13189526,16234,989,2,0,5,433,41
13189735,16443,1198,2,0,5,433,112
13192278,18986,692,2,0,6,433,18
13192575,19283,989,2,0,6,433,47
13192784,19492,1198,2,0,6,433,82
13195327,22035,692,2,0,7,433,8
13195624,22332,989,2,0,7,433,4
13195833,22541,1198,2,0,7,433,15
13198376,25084,692,2,0,8,433,6
13198673,25381,989,2,0,8,433,1
13198882,25590,1198,2,0,8,433,11
13201425,28133,692,2,0,9,433,15
13201722,28430,989,2,0,9,433,18
13201931,28639,1198,2,0,9,433,51
13204474,692,692,2,0,0,434,34
13204771,989,989,2,0,0,434,13
13204980,1198,1198,2,0,0,434,77
13207523,3741,692,2,0,1,434,27
13207820,4038,989,2,0,1,434,3
13208029,4247,1198,2,0,1,434,35
13210572,6790,692,2,0,2,434,25
13210869,7087,989,2,0,2,434,23
13211078,7296,1198,2,0,2,434,60
13213621,9839,692,2,0,3,434,6
13213918,10136,989,2,0,3,434,4
13214127,10345,1198,2,0,3,434,19
13216670,12888,692,2,0,4,434,17
13216967,13185,989,2,0,4,434,10
13217176,13394,1198,2,0,4,434,91
13219719,15937,692,2,0,5,434,31
13220016,16234,989,2,0,5,434,53
13220225,16443,1198,2,0,5,434,141
13222768,18986,692,2,0,6,434,15
13223065,19283,989,2,0,6,434,59
13223274,19492,1198,2,0,6,434,103
13225817,22035,692,2,0,7,434,13
13226114,22332,989,2,0,7,434,7
13226323,22541,1198,2,0,7,434,20
13228866,25084,692,2,0,8,434,4
13229163,25381,989,2,0,8,434,6
13229372,25590,1198,2,0,8,434,14
13231915,28133,692,2,0,9,434,17
13232212,28430,989,2,0,9,434,27
13232421,28639,1198,2,0,9,434,56
13234964,692,692,2,0,0,435,45
13235261,989,989,2,0,0,435,12
13235470,1198,1198,2,0,0,435,111
13238013,3741,692,2,0,1,435,27
13238310,4038,989,2,0,1,435,11
13238519,4247,1198,2,0,1,435,59
13241062,6790,692,2,0,2,435,34
13241359,7087,989,2,0,2,435,20
13241568,7296,1198,2,0,2,435,87
13244111,9839,692,2,0,3,435,13
13244408,10136,989,2,0,3,435,8
13244617,10345,1198,2,0,3,435,34
13247160,12888,692,2,0,4,435,15
13247457,13185,989,2,0,4,435,16
13247666,13394,1198,2,0,4,435,96
13250209,15937,692,2,0,5,435,30
13250506,16234,989,2,0,5,435,80
13250715,16443,1198,2,0,5,435,178
13253258,18986,692,2,0,6,435,28
13253555,19283,989,2,0,6,435,95
13253764,19492,1198,2,0,6,435,73
13256307,22035,692,2,0,7,435,19
13256604,22332,989,2,0,7,435,0
13256813,22541,1198,2,0,7,435,27
13259356,25084,692,2,0,8,435,7
13259653,25381,989,2,0,8,435,6
13259862,25590,1198,2,0,8,435,16
13262405,28133,692,2,0,9,435,28
13262702,28430,989,2,0,9,435,13
13262911,28639,1198,2,0,9,435,98
13265454,692,692,2,0,0,436,25
13265751,989,989,2,0,0,436,6
13265960,1198,1198,2,0,0,436,78
13268503,3741,692,2,0,1,436,20
13268800,4038,989,2,0,1,436,9
13269009,4247,1198,2,0,1,436,52
13271552,6790,692,2,0,2,436,29
13271849,7087,989,2,0,2,436,25
13272058,7296,1198,2,0,2,436,77
13274601,9839,692,2,0,3,436,12
13274898,10136,989,2,0,3,436,4
13275107,10345,1198,2,0,3,436,27
13277650,12888,692,2,0,4,436,9
13277947,13185,989,2,0,4,436,12
13278156,13394,1198,2,0,4,436,135
13280699,15937,692,2,0,5,436,23
13280996,16234,989,2,0,5,436,43
13281205,16443,1198,2,0,5,436,146
13283748,18986,692,2,0,6,436,22
13284045,19283,989,2,0,6,436,58
13284254,19492,1198,2,0,6,436,96
13286797,22035,692,2,0,7,436,10
13287094,22332,989,2,0,7,436,1
13287303,22541,1198,2,0,7,436,26
13289846,25084,692,2,0,8,436,2
13290143,25381,989,2,0,8,436,6
13290352,25590,1198,2,0,8,436,8
13292895,28133,692,2,0,9,436,17
13293192,28430,989,2,0,9,436,10
13293401,28639,1198,2,0,9,436,71
13295944,692,692,2,0,0,437,25
13296241,989,989,2,0,0,437,8
13296450,1198,1198,2,0,0,437,48
13298993,3741,692,2,0,1,437,5
13299290,4038,989,2,0,1,437,7
13299499,4247,1198,2,0,1,437,22
13302042,6790,692,2,0,2,437,20
13302339,7087,989,2,0,2,437,7
13302548,7296,1198,2,0,2,437,67
13305091,9839,692,2,0,3,437,15
13305388,10136,989,2,0,3,437,5
13305597,10345,1198,2,0,3,437,13
13308140,12888,692,2,0,4,437,7
13308437,13185,989,2,0,4,437,11
13308646,13394,1198,2,0,4,437,71
13311189,15937,692,2,0,5,437,21
13311486,16234,989,2,0,5,437,22
13311695,16443,1198,2,0,5,437,86
13314238,18986,692,2,0,6,437,17
13314535,19283,989,2,0,6,437,59
13314744,19492,1198,2,0,6,437,53
13317287,22035,692,2,0,7,437,16
13317584,22332,989,2,0,7,437,3
13317793,22541,1198,2,0,7,437,11
13320336,25084,692,2,0,8,437,6
13320633,25381,989,2,0,8,437,6
13320842,25590,1198,2,0,8,437,11
13323385,28133,692,2,0,9,437,15
13323682,28430,989,2,0,9,437,1
13323891,28639,1198,2,0,9,437,52
13326434,692,692,2,0,0,438,21
13326731,989,989,2,0,0,438,8
13326940,1198,1198,2,0,0,438,49
13329483,3741,692,2,0,1,438,13
13329780,4038,989,2,0,1,438,6
13329989,4247,1198,2,0,1,438,15
13332532,6790,692,2,0,2,438,15
13332829,7087,989,2,0,2,438,11
13333038,7296,1198,2,0,2,438,46
13335581,9839,692,2,0,3,438,9
13335878,10136,989,2,0,3,438,1
13336087,10345,1198,2,0,3,438,12
13338630,12888,692,2,0,4,438,12
13338927,13185,989,2,0,4,438,9
13339136,13394,1198,2,0,4,438,62
13341679,15937,692,2,0,5,438,13
13341976,16234,989,2,0,5,438,27
13342185,16443,1198,2,0,5,438,91
13344728,18986,692,2,0,6,438,18
13345025,19283,989,2,0,6,438,33
13345234,19492,1198,2,0,6,438,72
13347777,22035,692,2,0,7,438,10
13348074,22332,989,2,0,7,438,4
13348283,22541,1198,2,0,7,438,7
13350826,25084,692,2,0,8,438,5
13351123,25381,989,2,0,8,438,3
13351332,25590,1198,2,0,8,438,6
13353875,28133,692,2,0,9,438,8
13354172,28430,989,2,0,9,438,4
13354381,28639,1198,2,0,9,438,37
13356924,692,692,2,0,0,439,33
13357221,989,989,2,0,0,439,7
13357430,1198,1198,2,0,0,439,36
13359973,3741,692,2,0,1,439,8
13360270,4038,989,2,0,1,439,5
13360479,4247,1198,2,0,1,439,20
13363022,6790,692,2,0,2,439,20
13363319,7087,989,2,0,2,439,15
13363528,7296,1198,2,0,2,439,53
13366071,9839,692,2,0,3,439,9
13366368,10136,989,2,0,3,439,2
13366577,10345,1198,2,0,3,439,9
13369120,12888,692,2,0,4,439,15
13369417,13185,989,2,0,4,439,4
